pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_radj,pl_dens,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_disc,pl_disc_reflink,pl_facility,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_sp,st_logg,st_lum,st_metfe,st_metratio,st_age
HD 164922,HD 164922 b,Radial Velocity,2,1155,23,-23,0,0.31,,,22.02,5372,0.76,0.97,,,,,,,2005,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_164922_b/,http://exoplanets.org/detail/HD_164922_b,4.9,4.35,,0.17,[Fe/H],
HD 164922,HD 164922 c,Radial Velocity,2,75.765,0.058,-0.056,0,0.04059,,,22.02,5372,0.76,0.97,401,,,,,72.1,2016,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_164922_c/,,4.9,4.35,,0.17,[Fe/H],
HD 165155,HD 165155 b,Radial Velocity,1,434.5,2.1,-2.1,0,2.89,,,63.47,5426,1.02,0.95,,,,,,,2016,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_165155_b/,,4.8,4.49,-0.155,0.09,[Fe/H],11
HD 1666,HD 1666 b,Radial Velocity,1,270,0.8,-0.9,0,6.43,,,118.31,6317,1.5,1.93,,,,,,,2015,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_1666_b/,,3.7,4.06,0.73,0.37,[Fe/H],1.76
HD 166724,HD 166724 b,Radial Velocity,1,5144,705,-467,0,3.53,,,45.19,5127,0.81,,,,,,,,2012,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_166724_b/,,5,4.43,-0.509,-0.09,[Fe/H],4
HD 167042,HD 167042 b,Radial Velocity,1,420.77,3.48,-3.11,0,1.7,,,49.73,4943,1.5,4.5,,,,,,,2007,<a refstr=JOHNSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..784J/abstract target=ref> Johnson et al. 2008 </a>,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_167042_b/,http://exoplanets.org/detail/HD_167042_b,5.1,3.28,1,0,[Fe/H],
HD 168443,HD 168443 b,Radial Velocity,2,58.11247,0.0003,-0.0003,0,7.659,,,39.67,5491,0.99,1.51,,,,,,,1998,<a refstr=MARCY_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999ApJ...520..239M/abstract target=ref> Marcy et al. 1999 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_168443_b/,http://exoplanets.org/detail/HD_168443_b,4.5,4.07,,0.04,[Fe/H],
HD 168443,HD 168443 c,Radial Velocity,2,1749.83,0.57,-0.57,0,17.193,,,39.67,5491,0.99,1.51,,,,,,,2000,<a refstr=MARCY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...555..418M/abstract target=ref> Marcy et al. 2001 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_168443_c/,http://exoplanets.org/detail/HD_168443_c,4.5,4.07,,0.04,[Fe/H],
HD 168746,HD 168746 b,Radial Velocity,1,6.404,0.0014,-0.0014,0,0.27,,,41.62,5570,1.07,1.09,,,,,,,2002,<a refstr=PEPE_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002A&A...388..632P/abstract target=ref> Pepe et al. 2002 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_168746_b/,http://exoplanets.org/detail/HD_168746_b,4.5,4.39,,-0.08,[Fe/H],
HD 1690,HD 1690 b,Radial Velocity,1,533,1.7,-1.7,0,8.79,,,769.37,4374,1.86,21.66,,,,,,,2010,<a refstr=MOUTOU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A..63M/abstract target=ref> Moutou et al. 2011 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_1690_b/,http://exoplanets.org/detail/HD_1690_b,5.1,2.04,,-0.27,[Fe/H],
HD 169830,HD 169830 b,Radial Velocity,2,225.62,0.22,-0.22,0,2.88,,,37.64,6299,1.4,,,,,,,,2000,<a refstr=NAEF_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001A&A...375..205N/abstract target=ref> Naef et al. 2001 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_169830_b/,http://exoplanets.org/detail/HD_169830_b,3.8,4.1,0.662,0.21,[Fe/H],2.8
HD 169830,HD 169830 c,Radial Velocity,2,2102,264,-264,0,4.04,,,37.64,6299,1.4,,,,,,,,2003,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_169830_c/,http://exoplanets.org/detail/HD_169830_c,3.8,4.1,0.662,0.21,[Fe/H],2.8
HD 170469,HD 170469 b,Radial Velocity,1,1145,18,-18,0,0.66,,,60.28,5842,1.1,1.24,,,,,,,2007,<a refstr=FISCHER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...669.1336F/abstract target=ref> Fischer et al. 2007 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_170469_b/,http://exoplanets.org/detail/HD_170469_b,4.5,4.3,,0.29,[Fe/H],
HD 17092,HD 17092 b,Radial Velocity,1,359.89999,2.4,-2.4,0,10.13,,,229.89,4326,6.73,13.58,,,,,,,2007,<a refstr=NIEDZIELSKI_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...669.1354N/abstract target=ref> Niedzielski et al. 2007 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,http://exoplanet.eu/catalog/hd_17092_b/,http://exoplanets.org/detail/HD_17092_b,5,3,,0.18,[Fe/H],
HD 171028,HD 171028 b,Radial Velocity,1,550,3,-3,0,2.62,,,112.01,5671,1.53,2.47,,,,,,,2007,<a refstr=SANTOS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...474..647S/abstract target=ref> Santos et al. 2007 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_171028_b/,http://exoplanets.org/detail/HD_171028_b,4,3.84,,-0.48,[Fe/H],
HD 171238,HD 171238 b,Radial Velocity,1,1532,12,-12,0,2.72,,,44.87,5440,0.96,1.01,,,,,,,2009,<a refstr=SEGRANSAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...511A..45S/abstract target=ref> S&eacute;gransan et al. 2010 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_171238_b/,http://exoplanets.org/detail/HD_171238_b,4.8,,-0.09,0.2,[Fe/H],7.56
HD 17156,HD 17156 b,Radial Velocity,1,21.21663,0.00045,-0.00045,0,3.51,1.1,,78.26,6040,1.41,1.55,,3.51,1115.5833,12.33,0.113,23.34,2007,<a refstr=FISCHER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...669.1336F/abstract target=ref> Fischer et al. 2007 </a>,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph,0,http://exoplanet.eu/catalog/hd_17156_b/,http://exoplanets.org/detail/HD_17156_b,4,4.2,,0.19,[Fe/H],
HD 173416,HD 173416 b,Radial Velocity,1,323.6,2.2,-2.2,0,2.7,,,132.68,4683,2,13.5,,,,,,,2008,<a refstr=LIU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ReA&A...9....1L/abstract target=ref> Liu et al. 2009 </a>,Xinglong Station,2.16 m Telescope,Coude Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_173416_b/,http://exoplanets.org/detail/HD_173416_b,4.8,2.48,1.892,-0.22,[Fe/H],
HD 175167,HD 175167 b,Radial Velocity,1,1290,22,-22,0,8.97,,,71.23,5635,1.37,1.75,,,,,,,2009,<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,0,http://exoplanet.eu/catalog/hd_175167_b/,http://exoplanets.org/detail/HD_175167_b,4.5,4.09,,0.28,[Fe/H],
HD 175541,HD 175541 b,Radial Velocity,1,298.43,0.45,-0.45,0,0.598,,,130.08,5013,1.39,4.19,,,,,,,2007,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...665..785J/abstract target=ref> Johnson et al. 2007 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_175541_b/,http://exoplanets.org/detail/HD_175541_b,4.8,3.33,,,,
HD 175607,HD 175607 b,Radial Velocity,1,29.01,0.02,-0.02,0,0.02825,,,40.38,5392,0.71,0.7,,,,,,,2015,<a refstr=MORTIER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.135M/abstract target=ref>Mortier et al. 2016</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_175607_b/,,4.6,4.64,,-0.62,[Fe/H],10.32
HD 17674,HD 17674 b,Radial Velocity,1,623.8,1.6,-1.5,0,0.87,,,44.48,5904,0.98,1.18,,,,,,,2017,<a refstr=REY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...601A...9R/abstract target=ref>Rey et al. 2017</a>,Haute-Provence Observatory,1.93 m Telescope,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_17674_b/,,4,4.34,,-0.16,[Fe/H],8.4
HD 176986,HD 176986 b,Radial Velocity,2,6.4898,0.00086,-0.00086,0,0.01806,,,27.81,4931,0.79,0.78,,,,,,,2017,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..41S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2018</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_176986_b/,,5.2,4.44,-0.48,0.03,[Fe/H],4.3
HD 176986,HD 176986 c,Radial Velocity,2,16.8191,0.0044,-0.0044,0,0.02888,,,27.81,4931,0.79,0.78,,,,,,,2017,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..41S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2018</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_176986_c/,,5.2,4.44,-0.48,0.03,[Fe/H],4.3
HD 177565,HD 177565 b,Radial Velocity,1,44.505,0.586,-0.293,0,0.04751,,,16.93,,1,,,,,,,,2017,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.4794F/abstract target=ref>Feng et al. 2017</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,,,4.8,,,,,
HD 177830,HD 177830 b,Radial Velocity,2,410.10001,2.2,-2.2,0,1.69,,,62.88,4901,1.7,3.26,,,,,,,1999,<a refstr=VOGT_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...536..902V/abstract target=ref> Vogt et al. 2000 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_177830_b/,http://exoplanets.org/detail/HD_177830_b,5,3.64,,0.42,[Fe/H],
HD 177830,HD 177830 c,Radial Velocity,2,110.9,0.1,-0.1,0,0.15,,,62.88,4901,1.7,3.26,,,,,,,2010,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_177830_c/,,5,3.64,,0.42,[Fe/H],
HD 178911 B,HD 178911 B b,Radial Velocity,1,71.484,0.02,-0.02,0,8.03,,,41.02,5588,1.24,1.08,,,,,,,2001,<a refstr=ZUCKER_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...568..363Z/abstract target=ref> Zucker et al. 2002 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_178911_b_b/,http://exoplanets.org/detail/HD_178911_B_b,4.5,4.46,,0.24,[Fe/H],
HD 179079,HD 179079 b,Radial Velocity,1,14.479,0.01,-0.01,0,0.081,,,69.85,5646,1.14,1.63,,,,,,,2008,<a refstr=VALENTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...702..989V/abstract target=ref> Valenti et al. 2009 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_179079_b/,http://exoplanets.org/detail/HD_179079_b,4.5,,0.38,0.24,[Fe/H],6.99
HD 179949,HD 179949 b,Radial Velocity,1,3.092514,3.2E-05,-3.2E-05,0,0.916,,,27.48,6168,1.21,,,,,,,,2000,<a refstr=TINNEY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551..507T/abstract target=ref> Tinney et al. 2001 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_179949_b/,http://exoplanets.org/detail/HD_179949_b,3.8,4.34,,0.137,[Fe/H],
HD 180053,HD 180053 b,Radial Velocity,1,213.72,0.47,-0.47,0,2.194,,,137.59,5131,1.75,4.06,,,,,,,2018,<a refstr=LUHN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181103043L/abstract target=ref>Luhn et al. 2018</a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,,,5,3.54,,,,
HD 18015,HD 18015 b,Radial Velocity,1,2278,71,-71,0,3.18,,,124.24,5603,1.49,3.13,,,,,,,2018,<a refstr=LUHN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181103043L/abstract target=ref>Luhn et al. 2018</a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,,,4.6,3.64,,,,
HD 180314,HD 180314 b,Radial Velocity,1,396.03,0.62,-0.62,0,20.13,,,122.79,4924,2.2,8.13,,,,,,,2010,<a refstr=SATO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASJ...62.1063S/abstract target=ref> Sato et al. 2010 </a>,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph,0,http://exoplanet.eu/catalog/hd_180314_b/,http://exoplanets.org/detail/HD_180314_b,5,2.96,,0.14,[Fe/H],
HD 180617,HD 180617 b,Radial Velocity,1,105.9,0.09,-0.1,0,0.03839,,,5.91,3557,0.45,0.45,,,,,,,2018,<a refstr=KAMINSKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.115K/abstract target=ref>Kaminski et al. 2018</a>,Calar Alto Observatory,3.5 m telescope,CARMENES,0,http://exoplanet.eu/catalog/gj_752_a_b/,,6.2,4.86,-1.487,0,[Fe/H],
HD 180902,HD 180902 b,Radial Velocity,1,510.9,1.5,-1.5,0,1.685,,,104.89,4961,1.41,4.16,,,,,,,2009,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_180902_b/,http://exoplanets.org/detail/HD_180902_b,5,3.36,,,,
HD 181234,HD 181234 b,Radial Velocity,1,7462.0575,80.355,-76.7025,0,8.37,,,47.81,5386,1.01,1.05,,,,,,,2019,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190401573R/abstract target=ref>Rickman et al. 2019</a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_181234_b/,,4.5,4.25,,0.32,[Fe/H],6.32
HD 181342,HD 181342 b,Radial Velocity,1,564.1,4.1,-4.1,0,2.54,,,120.81,4945,1.69,4.71,,,,,,,2009,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_181342_b/,http://exoplanets.org/detail/HD_181342_b,5,3.28,,,,
HD 181433,HD 181433 b,Radial Velocity,3,9.3743,0.0019,-0.0019,0,0.02,,,26.9,4918,0.63,0.79,,,,,,,2008,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_181433_b/,http://exoplanets.org/detail/HD_181433_b,5.3,4.45,,0.38,[Fe/H],
HD 181433,HD 181433 c,Radial Velocity,3,962,15,-15,0,0.64,,,26.9,4918,0.63,0.79,,,,,,,2008,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_181433_c/,http://exoplanets.org/detail/HD_181433_c,5.3,4.45,,0.38,[Fe/H],
HD 181433,HD 181433 d,Radial Velocity,3,2172,158,-158,0,0.54,,,26.9,4918,0.63,0.79,,,,,,,2008,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_181433_d/,http://exoplanets.org/detail/HD_181433_d,5.3,4.45,,0.38,[Fe/H],
HD 181720,HD 181720 b,Radial Velocity,1,956,14,-14,0,0.4,,,60.31,5736,1.03,1.5,,,,,,,2009,<a refstr=SANTOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..47S/abstract target=ref> Santos et al. 2010 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_181720_b/,http://exoplanets.org/detail/HD_181720_b,4.1,4.09,,-0.62,[Fe/H],
HD 183263,HD 183263 b,Radial Velocity,2,626.51599,1.1,-1.1,0,3.95,,,54.28,5948,1.31,1.23,,,,,,,2004,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_183263_b/,http://exoplanets.org/detail/HD_183263_b,4.2,4.37,,0.29,[Fe/H],
HD 183263,HD 183263 c,Radial Velocity,2,3070,110,-110,0,3.57,,,54.28,5948,1.31,1.23,,,,,,,2008,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_183263_c/,http://exoplanets.org/detail/HD_183263_c,4.2,4.37,,0.29,[Fe/H],
HD 185269,HD 185269 b,Radial Velocity,1,6.83776,0.00027,-0.00027,0,1.01,,,52.07,5923,1.3,2,,,,,,,2006,<a refstr=JOHNSON_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...652.1724J/abstract target=ref> Johnson et al. 2006 </a>,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_185269_b/,http://exoplanets.org/detail/HD_185269_b,4,3.92,,,,
HD 187085,HD 187085 b,Radial Velocity,1,1019.74,21.29,-22.58,0,0.836,,,45.96,6117,1.19,1.27,,,,,,,2006,<a refstr=JONES_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006MNRAS.369..249J/abstract target=ref> Jones et al. 2006 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_187085_b/,http://exoplanets.org/detail/HD_187085_b,4,4.28,,0.12,[Fe/H],2.747
HD 187123,HD 187123 b,Radial Velocity,2,3.0965828,7.8E-06,-7.8E-06,0,0.523,,,46.02,5830,1,,,,,,,,1998,<a refstr=BUTLER_ET_AL__1998 href=https://ui.adsabs.harvard.edu/abs/1998PASP..110.1389B/abstract target=ref> Butler et al. 1998</a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_187123_b/,http://exoplanets.org/detail/HD_187123_b,4.3,,0.13,0.16,[Fe/H],
HD 187123,HD 187123 c,Radial Velocity,2,3810,420,-420,0,1.99,,,46.02,5830,1,,,,,,,,2008,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_187123_c/,http://exoplanets.org/detail/HD_187123_c,4.3,,0.13,0.16,[Fe/H],
HD 18742,HD 18742 b,Radial Velocity,1,766,25,-25,0,3.4,,,163.37,4940,1.36,5.13,,,,,,,2011,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...26J/abstract target=ref> Johnson et al. 2011 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_18742_b/,http://exoplanets.org/detail/HD_18742_b,4.9,3.09,,,,
HD 188015,HD 188015 b,Radial Velocity,1,461.2,1.7,-1.7,0,1.5,,,50.74,5746,1.09,,,,,,,,2004,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_188015_b/,http://exoplanets.org/detail/HD_188015_b,4.5,4.45,,0.289,[Fe/H],
HD 189733,HD 189733 b,Radial Velocity,1,2.21857567,1.5E-07,-1.5E-07,0,1.13,1.13,,19.78,5052,0.79,0.75,,1.13,359.1479,12.666,0.116,8.84,2005,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,0,http://exoplanet.eu/catalog/hd_189733_b/,http://exoplanets.org/detail/HD_189733_b,5.2,4.49,,-0.02,[Fe/H],
HD 190360,HD 190360 b,Radial Velocity,2,2915.03687,29,-29,0,1.54,,,16.01,5552,0.99,1.14,,,,,,,2003,<a refstr=NAEF_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003A&A...410.1051N/abstract target=ref> Naef et al. 2003 </a>,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,0,http://exoplanet.eu/catalog/hd_190360_b/,http://exoplanets.org/detail/HD_190360_b,4.6,4.32,,0.24,[Fe/H],
HD 190360,HD 190360 c,Radial Velocity,2,17.111,0.0048,-0.0048,0,0.06,,,16.01,5552,0.99,1.14,,,,,,,2005,<a refstr=VOGT_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...632..638V/abstract target=ref> Vogt et al. 2005 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_190360_c/,http://exoplanets.org/detail/HD_190360_c,4.6,4.32,,0.24,[Fe/H],
HD 190647,HD 190647 b,Radial Velocity,1,1176.45,3.1,-2.83,0,1.985,,,54.56,5656,1.07,1.38,,,,,,,2007,<a refstr=NAEF_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...470..721N/abstract target=ref> Naef et al. 2007 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_190647_b/,http://exoplanets.org/detail/HD_190647_b,4.5,4.16,,0.23,[Fe/H],7.957
HD 190984,HD 190984 b,Radial Velocity,1,4885,1600,-1600,0,3.1,,,148.81,5988,0.91,1.53,,,,,,,2009,<a refstr=SANTOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..47S/abstract target=ref> Santos et al. 2010 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_190984_b/,,3.8,4.02,0.43,-0.48,[Fe/H],
HD 191806,HD 191806 b,Radial Velocity,1,1606.3,7.2,-7.2,0,8.52,,,65.79,6010,1.14,,,,,,,,2016,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A.146D/abstract target=ref>D&iacute;az et al. 2016</a>,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,0,http://exoplanet.eu/catalog/hd_191806_b/,,5,4.45,0.348,0.3,[Fe/H],2.9
HD 192263,HD 192263 b,Radial Velocity,1,24.3556,0.0046,-0.0046,0,0.56,,,19.65,4976,0.66,0.74,,,,,,,1999,<a refstr=SANTOS_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&A...356..599S/abstract target=ref> Santos et al. 2000 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_192263_b/,http://exoplanets.org/detail/HD_192263_b,5.2,4.51,,0.03,[Fe/H],
