pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_radj,pl_dens,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_disc,pl_disc_reflink,pl_facility,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_sp,st_logg,st_lum,st_metfe,st_metratio,st_age
HD 1461,HD 1461 b,Radial Velocity,2,5.77152,0.00045,-0.00045,0,0.02026,,,23.47,5765,1.02,,,,,,,,2010,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1492R/abstract target=ref> Rivera et al. 2010 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_1461_b/,http://exoplanets.org/detail/HD_1461_b,4,4.38,,0.19,[Fe/H],
HD 1461,HD 1461 c,Radial Velocity,2,13.5052,0.0029,-0.0029,0,0.01759,,,23.47,5765,1.02,,,,,,,,2015,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_1461_c/,,4,4.38,,0.19,[Fe/H],
HD 147018,HD 147018 b,Radial Velocity,2,44.236,0.008,-0.008,0,2.12,,,40.47,5441,0.93,,,,,,,,2009,<a refstr=SEGRANSAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...511A..45S/abstract target=ref> S&eacute;gransan et al. 2010 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_147018_b/,http://exoplanets.org/detail/HD_147018_b,4.9,4.42,,0.1,[Fe/H],6.36
HD 147018,HD 147018 c,Radial Velocity,2,1008,18,-18,0,6.56,,,40.47,5441,0.93,,,,,,,,2009,<a refstr=SEGRANSAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...511A..45S/abstract target=ref> S&eacute;gransan et al. 2010 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_147018_c/,http://exoplanets.org/detail/HD_147018_c,4.9,4.42,,0.1,[Fe/H],6.36
HD 147379,HD 147379 b,Radial Velocity,1,86.78,0.16,-0.15,0,0.08983,,,10.77,4156,0.6,,,,,,,,2017,<a refstr=REINERS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609L...5R/abstract target=ref>Reiners et al. 2018</a>,Calar Alto Observatory,3.5 m telescope,CARMENES,0,http://exoplanet.eu/catalog/hd_147379_b/,,6.1,,-0.971,0.19,[Fe/H],
HD 147513,HD 147513 b,Radial Velocity,1,528.4,6.3,-6.3,0,1.21,,,12.91,5883,1.11,,,,,,,,2003,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_147513_b/,http://exoplanets.org/detail/HD_147513_b,4.4,4.51,-0.01,0.06,[Fe/H],0.3
HD 14787,HD 14787 b,Radial Velocity,1,676.6,8.1,-8.1,0,1.121,,,119.54,4946,1.43,5.01,,,,,,,2018,<a refstr=LUHN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181103043L/abstract target=ref>Luhn et al. 2018</a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,,,4.5,3.23,,,,
HD 147873,HD 147873 b,Radial Velocity,2,116.596,0.023,-0.023,0,5.14,,,109.38,5972,1.38,2.29,,,,,,,2016,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_147873_b/,,4.1,3.86,0.777,0.03,[Fe/H],4
HD 147873,HD 147873 c,Radial Velocity,2,491.54,0.79,-0.79,0,2.3,,,109.38,5972,1.38,2.29,,,,,,,2016,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_147873_c/,,4.1,3.86,0.777,0.03,[Fe/H],4
HD 148156,HD 148156 b,Radial Velocity,1,1027,28,-28,0,0.85,,,57.22,6308,1.22,1.21,,,,,,,2009,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_148156_b/,http://exoplanets.org/detail/HD_148156_b,4.1,4.56,0.25,0.29,[Fe/H],
HD 148164,HD 148164 b,Radial Velocity,2,328.55,0.41,-0.41,0,1.23,,,77.37,6032,1.21,1.34,,,,,,,2018,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180901228M/abstract target=ref>Ment et al. 2018</a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_148164_b/,,3.8,,0.33,0.24,[Fe/H],2.41
HD 148164,HD 148164 c,Radial Velocity,2,5062,114,-114,0,5.16,,,77.37,6032,1.21,1.34,,,,,,,2018,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180901228M/abstract target=ref>Ment et al. 2018</a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_148164_c/,,3.8,,0.33,0.24,[Fe/H],2.41
HD 148284,HD 148284 b,Radial Velocity,1,339.331,0.018,-0.018,0,33.7,,,121.61,5572,1.07,1.48,,,,,,,2018,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180901228M/abstract target=ref>Ment et al. 2018</a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_148284_b/,,5,,0.28,0.16,[Fe/H],8.66
HD 148427,HD 148427 b,Radial Velocity,1,331.5,3,-3,0,1.3,,,71.5,5025,1.64,3.86,,,,,,,2009,<a refstr=FISCHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703.1545F/abstract target=ref> Fischer et al. 2009 </a>,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_148427_b/,http://exoplanets.org/detail/HD_148427_b,5,3.48,,0.08,[Fe/H],
HD 149026,HD 149026 b,Radial Velocity,1,2.87589,2E-06,-2E-06,0,0.38,0.74,,76.03,6179,1.42,1.41,,0.38,120.7754,8.295,0.076,6.8,2005,<a refstr=SATO_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...633..465S/abstract target=ref> Sato et al. 2005 </a>,Subaru Telescope,8.2 m Subaru Telescope,HDS Spectrograph,0,http://exoplanet.eu/catalog/hd_149026_b/,http://exoplanets.org/detail/HD_149026_b,4,4.37,,0.32,[Fe/H],
HD 149143,HD 149143 b,Radial Velocity,1,4.07182,1E-05,-1E-05,0,1.33,,,73.43,5856,1.2,1.44,,,,,,,2005,<a refstr=DA_SILVA_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...446..717D/abstract target=ref> da Silva et al. 2006 </a>,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,0,http://exoplanet.eu/catalog/hd_149143_b/,http://exoplanets.org/detail/HD_149143_b,4,,0.35,0.29,[Fe/H],4.28
HD 1502,HD 1502 b,Radial Velocity,1,428.5,1.2,-1.2,0,2.75,,,191.96,4947,1.46,4.67,,,,,,,2011,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...26J/abstract target=ref> Johnson et al. 2011 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_1502_b/,http://exoplanets.org/detail/HD_1502_b,5,3.18,,,,
HD 150706,HD 150706 b,Radial Velocity,1,5894,5584,-1498,0,2.71,,,28.29,5961,1.17,0.96,,,,,,,2012,<a refstr=BOISSE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...545A..55B/abstract target=ref> Boisse et al. 2012 </a>,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,0,http://exoplanet.eu/catalog/hd_150706_b/,,4,4.5,,-0.01,[Fe/H],3
HD 152079,HD 152079 b,Radial Velocity,1,2918.92,37.87,-39.28,0,2.661,,,88.11,5907,1.15,1.13,,,,,,,2009,<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,0,http://exoplanet.eu/catalog/hd_152079_b/,,4.6,4.37,,0.29,[Fe/H],1.622
HD 152581,HD 152581 b,Radial Velocity,1,686.5,4.8,-4.8,0,1.869,,,166.54,5027,1.3,5.14,,,,,,,2011,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...26J/abstract target=ref> Johnson et al. 2011 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_152581_b/,http://exoplanets.org/detail/HD_152581_b,5,3.29,,,,
HD 15337,HD 15337 b,Transit,2,4.75615,0.00017,-0.00017,0,0.02363,0.146,9.3,44.87,5125,0.9,0.86,1001,0.02363,7.51,1.64,0.015,13.11,2019,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-402_b/,,5.1,4.53,,0.15,[Fe/H],5.1
HD 15337,HD 15337 c,Transit,2,17.1784,0.0016,-0.0016,0,0.02552,0.213,3.23,44.87,5125,0.9,0.86,642,0.02552,8.11,2.39,0.022,31.87,2019,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-402_c/,,5.1,4.53,,0.15,[Fe/H],5.1
HD 153950,HD 153950 b,Radial Velocity,1,499.39999,3.6,-3.6,0,2.95,,,48.52,6124,1.25,1.28,,,,,,,2008,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_153950_b/,http://exoplanets.org/detail/HD_153950_b,3.8,4.32,,-0.01,[Fe/H],
HD 154345,HD 154345 b,Radial Velocity,1,3341.55884,93,-93,0,0.82,,,18.29,5468,0.71,0.85,,,,,,,2006,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_154345_b/,http://exoplanets.org/detail/HD_154345_b,4.8,4.43,,-0.11,[Fe/H],
HD 154672,HD 154672 b,Radial Velocity,1,163.94,0.01,-0.01,0,5.37,,,63.16,5743,1.18,1.32,,,,,,,2008,<a refstr=LOPEZ_MORALES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008AJ....136.1901L/abstract target=ref> Lopez-Morales et al. 2008 </a>,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,0,http://exoplanet.eu/catalog/hd_154672_b/,http://exoplanets.org/detail/HD_154672_b,4.3,4.27,,0.25,[Fe/H],
HD 154857,HD 154857 b,Radial Velocity,2,408.60001,0.5,-0.5,0,2.45,,,63.56,5589,1.96,2.3,,,,,,,2004,<a refstr=MCCARTHY_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..575M/abstract target=ref> McCarthy et al. 2004 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_154857_b/,http://exoplanets.org/detail/HD_154857_b,4.5,4.01,,-0.22,[Fe/H],
HD 154857,HD 154857 c,Radial Velocity,2,3452,105,-105,0,2.58,,,63.56,5589,1.96,2.3,,,,,,,2014,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_154857_c/,http://exoplanets.org/detail/HD_154857_c,4.5,4.01,,-0.22,[Fe/H],
HD 155233,HD 155233 b,Radial Velocity,1,818.8,12.1,-12.1,0,2.6,,,74.39,4960,1.69,5.03,,,,,,,2015,<a refstr=WITTENMYER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1398W/abstract target=ref>Wittenmyer et al. 2016</a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_155233_b/,,5.1,3.17,1.129,0.08,[Fe/H],
HD 155358,HD 155358 b,Radial Velocity,2,194.3,0.3,-0.3,0,0.99,,,43.67,5905,1.15,1.38,,,,,,,2007,<a refstr=COCHRAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...665.1407C/abstract target=ref> Cochran et al. 2007 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,http://exoplanet.eu/catalog/hd_155358_b/,http://exoplanets.org/detail/HD_155358_b,4,4.22,,-0.6,[Fe/H],
HD 155358,HD 155358 c,Radial Velocity,2,391.9,1,-1,0,0.82,,,43.67,5905,1.15,1.38,,,,,,,2007,<a refstr=COCHRAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...665.1407C/abstract target=ref> Cochran et al. 2007 </a>,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,http://exoplanet.eu/catalog/hd_155358_c/,http://exoplanets.org/detail/HD_155358_c,4,4.22,,-0.6,[Fe/H],
HD 156279,HD 156279 b,Radial Velocity,2,131.05,0.54,-0.54,0,9.88,,,36.23,5453,0.95,0.95,,,,,,,2011,<a refstr=DIAZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.113D/abstract target=ref> D&iacute;az et al. 2012 </a>,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,0,http://exoplanet.eu/catalog/hd_156279_b/,http://exoplanets.org/detail/HD_156279_b,4.6,4.46,,0.14,[Fe/H],
HD 156279,HD 156279 c,Radial Velocity,2,4191,270,-310,0,8.6,,,36.23,5453,0.95,0.95,,,,,,,2018,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_156279_c/,,4.6,4.46,,0.14,[Fe/H],
HD 156411,HD 156411 b,Radial Velocity,1,842.2,14.5,-14.5,0,0.74,,,56.96,5900,1.25,2.16,,,,,,,2009,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_156411_b/,http://exoplanets.org/detail/HD_156411_b,3.8,4.07,0.731,-0.12,[Fe/H],
HD 156668,HD 156668 b,Radial Velocity,1,4.6455,0.0011,-0.0011,0,0.013,,,24.35,4850,0.77,0.72,,,,,,,2010,<a refstr=HOWARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...73H/abstract target=ref> Howard et al. 2011 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_156668_b/,http://exoplanets.org/detail/HD_156668_b,5.3,4.6,0.23,0.05,[Fe/H],8.6
HD 156846,HD 156846 b,Radial Velocity,1,359.51001,0.09,-0.09,0,10.67,,,47.8,6090,1.38,1.9,,,,,,,2007,<a refstr=TAMUZ_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...480L..33T/abstract target=ref> Tamuz et al. 2008 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_156846_b/,http://exoplanets.org/detail/HD_156846_b,4.1,4.02,,0.15,[Fe/H],
HD 158038,HD 158038 b,Radial Velocity,1,521,6.9,-6.9,0,1.53,,,95.12,4860,1.3,4.5,,,,,,,2011,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...26J/abstract target=ref> Johnson et al. 2011 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_158038_b/,http://exoplanets.org/detail/HD_158038_b,5,3.24,,0.19,[Fe/H],
HD 158996,HD 158996 b,Radial Velocity,1,820.2,14,-14,0,14,,,285.91,4069,1.8,50.3,,,,,,,2018,<a refstr=BANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51...17B/abstract target=ref>Bang et al. 2018</a>,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_158996_b/,,5.5,1.4,3.015,-0.2,[Fe/H],1.6
HD 159243,HD 159243 b,Radial Velocity,2,12.62,0.004,-0.004,0,1.13,,,73.46,6123,1.12,1.12,,,,,,,2013,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,0,http://exoplanet.eu/catalog/hd_159243_b/,http://exoplanets.org/detail/HD_159243_b,4,4.55,0.114,0.05,[Fe/H],1.25
HD 159243,HD 159243 c,Radial Velocity,2,248.4,4.9,-4.9,0,1.9,,,73.46,6123,1.12,1.12,,,,,,,2013,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,0,http://exoplanet.eu/catalog/hd_159243_c/,http://exoplanets.org/detail/HD_159243_c,4,4.55,0.114,0.05,[Fe/H],1.25
HD 159868,HD 159868 b,Radial Velocity,2,1184.1,7.1,-7.1,0,2.218,,,55.94,5534,1.19,2.13,,,,,,,2006,<a refstr=O_TOOLE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660.1636O/abstract target=ref> O'Toole et al. 2007 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_159868_b/,http://exoplanets.org/detail/HD_159868_b,4.5,3.92,,,,
HD 159868,HD 159868 c,Radial Velocity,2,351,1.1,-1.1,0,0.768,,,55.94,5534,1.19,2.13,,,,,,,2012,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_159868_c/,http://exoplanets.org/detail/HD_159868_c,4.5,3.92,,,,
HD 1605,HD 1605 b,Radial Velocity,2,577.2,2.5,-2.5,0,0.934,,,89.03,4915,1.33,3.49,,,,,,,2015,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_1605_b/,,5.1,,0.81,0.22,[Fe/H],4.36
HD 1605,HD 1605 c,Radial Velocity,2,2149,16,-16,0,3.62,,,89.03,4915,1.33,3.49,,,,,,,2015,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_1605_c/,,5.1,,0.81,0.22,[Fe/H],4.36
HD 160691,HD 160691 b,Radial Velocity,4,643.25,0.9,-0.9,0,1.676,,,15.61,,1.08,,,,,,,,2000,<a refstr=BUTLER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...555..410B/abstract target=ref> Butler et al. 2001 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_b/,http://exoplanets.org/detail/mu_Ara_b,4.5,,,,,6.4
HD 160691,HD 160691 c,Radial Velocity,4,4205.8,758.9,-758.9,0,1.814,,,15.61,,1.08,,,,,,,,2004,<a refstr=MCCARTHY_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..575M/abstract target=ref> McCarthy et al. 2004 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_c/,http://exoplanets.org/detail/mu_Ara_c,4.5,,,,,6.4
HD 160691,HD 160691 d,Radial Velocity,4,9.6386,0.0015,-0.0015,0,0.03321,,,15.61,,1.08,,,,,,,,2004,<a refstr=SANTOS_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...426L..19S/abstract target=ref> Santos et al. 2004 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_d/,http://exoplanets.org/detail/mu_Ara_d,4.5,,,,,6.4
HD 160691,HD 160691 e,Radial Velocity,4,310.55,0.83,-0.83,0,0.5219,,,15.61,,1.08,,,,,,,,2006,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_e/,http://exoplanets.org/detail/mu_Ara_e,4.5,,,,,6.4
HD 16141,HD 16141 b,Radial Velocity,1,75.523,0.055,-0.055,0,0.26,,,37.83,5757,1.11,1.48,,,,,,,2000,<a refstr=MARCY_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...536L..43M/abstract target=ref> Marcy et al. 2000 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_16141_b/,http://exoplanets.org/detail/HD_16141_b,4.5,4.14,,0.13,[Fe/H],
HD 16175,HD 16175 b,Radial Velocity,1,990,20,-20,0,5.1,,,59.96,5981,1.63,1.72,,,,,,,2009,<a refstr=PEEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009PASP..121..613P/abstract target=ref> Peek et al. 2009 </a>,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,0,http://exoplanet.eu/catalog/hd_16175_b/,http://exoplanets.org/detail/HD_16175_b,4,4.18,,0.3,[Fe/H],
HD 162020,HD 162020 b,Radial Velocity,1,8.4282,5.6E-05,-5.6E-05,0,9.84,,,30.85,4723,0.42,0.75,,,,,,,2002,<a refstr=UDRY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002A&A...390..267U/abstract target=ref> Udry et al. 2002 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_162020_b/,http://exoplanets.org/detail/HD_162020_b,5.3,4.31,,-0.1,[Fe/H],
HD 163607,HD 163607 b,Radial Velocity,2,75.2203,0.0094,-0.0094,0,0.7836,,,67.92,5522,1.12,1.76,,,,,,,2010,<a refstr=GIGUERE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...744....4G/abstract target=ref> Giguere et al. 2012 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_163607_b/,http://exoplanets.org/detail/HD_163607_b,4.5,3.97,,,,
HD 163607,HD 163607 c,Radial Velocity,2,1272,4.4,-4.4,0,2.201,,,67.92,5522,1.12,1.76,,,,,,,2010,<a refstr=GIGUERE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...744....4G/abstract target=ref> Giguere et al. 2012 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_163607_c/,http://exoplanets.org/detail/HD_163607_c,4.5,3.97,,,,
HD 16417,HD 16417 b,Radial Velocity,1,17.24,0.01,-0.01,0,0.0696,,,25.41,,1.2,,,,,,,,2008,<a refstr=O_TOOLE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...697.1263O/abstract target=ref> O'Toole et al. 2009 </a>,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_16417_b/,http://exoplanets.org/detail/HD_16417_b,4.1,,,0.06,[Fe/H],
HD 164509,HD 164509 b,Radial Velocity,1,280.17,0.82,-0.82,0,0.443,,,53.19,5859,1.12,1.11,,,,,,,2010,<a refstr=GIGUERE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...744....4G/abstract target=ref> Giguere et al. 2012 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_164509_b/,http://exoplanets.org/detail/HD_164509_b,4.5,,0.12,0.2,[Fe/H],2.32
HD 164595,HD 164595 b,Radial Velocity,1,40,0.24,-0.24,0,0.05078,,,28.28,5790,0.99,,,,,,,,2015,<a refstr=COURCOL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581A..38C/abstract target=ref>Courcol et al. 2015</a>,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,0,http://exoplanet.eu/catalog/hd_164595_b/,,4.2,4.44,,-0.04,[Fe/H],
HD 164604,HD 164604 b,Radial Velocity,1,641.472,10.129,-10.129,0,1.99792,,,39.41,4684,0.77,,,,,,,,2009,<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,0,http://exoplanet.eu/catalog/hd_164604_b/,http://exoplanets.org/detail/HD_164604_b,5.3,,,,,
